User_ID,Card_Number,Amount,Time,Location,Previous_Transaction_Minutes_Gap,Transaction_Type,Is_Fraud
UID00781,0564317210,4218.12,12:13,Hyderabad,1.0,Online Purchase,0
UID00395,7019878350,1574.46,09:23,Jamtara,10.0,Online Purchase,0
UID00227,1254709973,4133.12,07:22,Hyderabad,0.5,POS Purchase,0
UID00006,7647186294,2104.28,22:07,Kolkata,10.0,Online Purchase,0
UID00341,3948072078,3674.11,11:42,Hyderabad,1440.0,POS Purchase,0
UID00308,0222776021,2175.43,13:55,Delhi,720.0,ATM Withdrawal,0
UID00459,9344451906,2495.05,20:09,Pune,1.0,Online Purchase,0
UID00989,8306344371,3446.17,16:16,Delhi,5.0,POS Purchase,0
UID00744,5423735349,715.22,09:33,Pune,180.0,Bank Transfer,0
UID00521,3225350227,1381.63,12:40,Pune,0.5,ATM Withdrawal,0
UID00260,7137058775,897.01,02:54,Bangalore,5.0,Online Purchase,0
UID00312,0234203387,37.92,06:22,Kolkata,0.5,Online Purchase,1
UID00321,6383666943,4369.95,16:24,Tarapith,30.0,Bank Transfer,0
UID00590,7851344553,50.3,02:37,Bangalore,30.0,ATM Withdrawal,1
UID00090,8886166633,1005.38,16:51,Hyderabad,0.5,Bank Transfer,0
UID00347,4168249770,26.66,02:59,Jamtara,30.0,Online Purchase,1
UID00438,5476512674,2344.31,07:22,Delhi,1.0,ATM Withdrawal,0
UID00266,5629334956,632.11,22:34,Jamtara,5.0,ATM Withdrawal,0
UID00906,3094760596,2100.6,23:52,Pune,60.0,UPI Transfer,0
UID00279,9833441467,58.56,06:32,Ahmedabad,5.0,POS Purchase,1
UID00868,9149373529,2644.31,07:05,Delhi,1.0,UPI Transfer,0
UID00527,6744786873,115.91,02:34,Bangalore,1.0,Online Purchase,0
UID00259,4182697187,3596.18,10:14,Delhi,1440.0,UPI Transfer,0
UID00838,0541919994,3317.51,03:54,Jamtara,1.0,UPI Transfer,0
UID00399,1422740451,4189.9,16:43,Bangalore,60.0,Bank Transfer,0
UID00795,3708103574,4552.53,17:36,Kolkata,1.0,Online Purchase,0
UID00661,9246012854,79.89,05:25,Ahmedabad,10.0,Online Purchase,1
UID00053,8108667042,4144.88,14:38,Jamtara,0.5,ATM Withdrawal,0
UID00686,0642823598,4060.91,16:58,Hyderabad,720.0,UPI Transfer,0
UID00678,1864841212,1480.41,12:02,Kolkata,60.0,Bank Transfer,0
UID00209,7062723526,3588.95,06:24,Hyderabad,1.0,Online Purchase,0
UID00976,8870571629,2537.73,11:58,Hyderabad,30.0,Bank Transfer,0
UID00045,0964614699,2620.85,16:55,Hyderabad,60.0,UPI Transfer,0
UID00125,6685867789,1231.0,04:19,Jamtara,720.0,POS Purchase,0
UID00627,3036199932,3684.48,07:50,Tarapith,1440.0,UPI Transfer,0
UID00647,5742368378,3405.18,14:05,Delhi,720.0,Online Purchase,0
UID00329,8807461204,1755.45,10:24,Tarapith,60.0,UPI Transfer,0
UID00706,6363813922,1132.94,01:57,Bangalore,30.0,ATM Withdrawal,0
UID00236,7998204879,9365.4,05:14,Kolkata,10.0,POS Purchase,1
UID00853,9377590129,2989.31,21:39,Bangalore,5.0,Bank Transfer,0
UID00024,1337045740,341.86,23:59,Jamtara,720.0,POS Purchase,0
UID00080,1392823696,3153.72,17:53,Hyderabad,5.0,UPI Transfer,0
UID00089,3800338336,3761.2,06:44,Pune,180.0,Online Purchase,0
UID00964,0476194561,2726.09,16:07,Jamtara,1.0,Online Purchase,0
UID00978,9942922319,3742.0,18:45,Pune,60.0,Bank Transfer,0
UID00215,2010898107,1225.4,23:51,Bangalore,5.0,UPI Transfer,0
UID00758,7830194410,1604.5,08:16,Kolkata,5.0,POS Purchase,0
UID00298,2494178584,3768.87,01:09,Pune,10.0,Bank Transfer,0
UID00686,3109157191,1531.57,07:47,Delhi,720.0,Bank Transfer,0
UID00179,3410242505,1096.41,01:58,Tarapith,180.0,ATM Withdrawal,0
UID00573,4418776896,3479.94,13:40,Mumbai,1440.0,UPI Transfer,0
UID00576,6204297581,4751.13,22:57,Delhi,30.0,Online Purchase,0
UID00029,8259230651,57966.28,10:57,Mumbai,1.0,POS Purchase,1
UID00913,8800496054,2863.13,11:53,Tarapith,0.5,Bank Transfer,0
UID00659,9517042047,4214.52,16:53,Kolkata,720.0,Bank Transfer,0
UID00451,5263228441,1230.57,06:20,Kolkata,1440.0,Online Purchase,0
UID00699,1037700233,2759.29,06:21,Jamtara,0.5,UPI Transfer,0
UID00317,1570883286,1392.95,12:06,Delhi,30.0,ATM Withdrawal,0
UID00286,3491892455,3673.0,20:26,Pune,30.0,ATM Withdrawal,0
UID00236,0403058181,3346.94,11:15,Jamtara,60.0,Online Purchase,0
UID00440,2925809949,4828.98,20:54,Mumbai,30.0,ATM Withdrawal,0
UID00200,3312938655,3901.11,10:55,Tarapith,0.5,ATM Withdrawal,0
UID00009,8053847927,420.06,05:49,Jamtara,30.0,UPI Transfer,0
UID00559,3591461201,299.09,14:37,Hyderabad,1440.0,ATM Withdrawal,0
UID00005,7716010831,4045.2,09:53,Pune,180.0,ATM Withdrawal,0
UID00376,5339753175,4104.34,17:24,Bangalore,1.0,ATM Withdrawal,0
UID00162,4000259375,2711.91,10:02,Mumbai,0.5,ATM Withdrawal,0
UID00484,4089757842,1797.42,20:35,Kolkata,0.5,ATM Withdrawal,0
UID00318,2149288416,4706.15,22:17,Kolkata,30.0,UPI Transfer,0
UID00605,2796939205,4160.6,11:47,Jamtara,720.0,Online Purchase,0
UID00832,5330434948,1872.17,18:35,Mumbai,1440.0,ATM Withdrawal,0
UID00528,7443373140,3085.73,07:01,Bangalore,0.5,Bank Transfer,0
UID00703,0391114075,47.35,05:04,Jamtara,180.0,ATM Withdrawal,1
UID00312,4305344755,3984.6,04:57,Delhi,10.0,Bank Transfer,0
UID00650,8816137195,2503.85,04:58,Delhi,720.0,Online Purchase,0
UID00228,5542846863,968.35,06:55,Pune,5.0,ATM Withdrawal,0
UID00782,2270494327,239.22,12:22,Hyderabad,60.0,Bank Transfer,0
UID00184,4580233108,2571.42,20:17,Mumbai,1440.0,Online Purchase,0
UID00764,1438827374,2972.83,08:42,Delhi,30.0,UPI Transfer,0
UID00546,1324062146,1238.57,11:16,Mumbai,720.0,ATM Withdrawal,0
UID00253,7025556348,4516.72,03:54,Mumbai,60.0,UPI Transfer,0
UID00680,1807492239,2129.0,04:34,Tarapith,60.0,Online Purchase,0
UID00108,9082745745,1809.97,18:41,Tarapith,5.0,POS Purchase,0
UID00439,3373643537,32741.36,03:03,Mumbai,0.5,Bank Transfer,1
UID00543,3042863231,967.88,11:44,Delhi,60.0,UPI Transfer,0
UID00270,4936673521,178.91,07:19,Tarapith,0.5,ATM Withdrawal,0
UID00519,9740939349,1470.19,19:59,Tarapith,10.0,POS Purchase,0
UID00727,5621542626,4241.61,16:34,Pune,5.0,UPI Transfer,0
UID00062,1361916673,3980.79,03:44,Bangalore,720.0,UPI Transfer,0
UID00603,4144772045,4470.1,14:46,Kolkata,180.0,Bank Transfer,0
UID00467,9162762439,3326.72,01:48,Tarapith,180.0,ATM Withdrawal,0
UID00476,9823389178,66.77,03:14,Pune,5.0,Online Purchase,1
UID00972,7816269877,68859.39,11:54,Kolkata,720.0,ATM Withdrawal,1
UID00799,6850094794,3812.35,18:10,Pune,10.0,UPI Transfer,0
UID00956,1662908792,2744.45,12:14,Tarapith,180.0,UPI Transfer,0
UID00437,3966352736,190.49,14:23,Delhi,60.0,Online Purchase,0
UID00666,8413838901,2351.27,04:50,Mumbai,1440.0,ATM Withdrawal,0
UID00914,7907798861,44353.64,03:16,Chennai,0.5,ATM Withdrawal,1
UID00003,2802224466,4864.9,13:20,Mumbai,1.0,UPI Transfer,0
UID00368,8666265704,2768.0,16:12,Kolkata,10.0,Bank Transfer,0
UID00992,8409912691,2085.58,08:36,Pune,1440.0,POS Purchase,0
UID00998,4273598407,3641.0,10:19,Delhi,720.0,ATM Withdrawal,0
UID00635,2646529679,11.97,02:44,Hyderabad,180.0,UPI Transfer,1
UID00501,3100179776,4713.07,01:03,Tarapith,5.0,ATM Withdrawal,0
UID00663,3642382235,7812.44,01:16,Jamtara,60.0,UPI Transfer,1
UID00640,1202540941,4431.73,18:50,Mumbai,180.0,POS Purchase,0
UID00163,5517656983,1585.62,19:20,Tarapith,0.5,Bank Transfer,0
UID00180,6289757203,1505.11,06:54,Mumbai,0.5,UPI Transfer,0
UID00242,2885899470,81.52,00:35,Ahmedabad,5.0,ATM Withdrawal,1
UID00483,1044907113,1344.14,17:39,Tarapith,0.5,UPI Transfer,0
UID00920,8785803912,4000.45,15:39,Pune,0.5,POS Purchase,0
UID00687,8751895342,3242.8,01:14,Pune,720.0,UPI Transfer,0
UID00965,8004143269,3214.79,03:50,Hyderabad,0.5,POS Purchase,0
UID00965,3200865862,4699.75,08:35,Kolkata,720.0,Bank Transfer,0
UID00234,4211474675,71668.07,02:06,Pune,60.0,UPI Transfer,1
UID00951,3124321979,50001.7,12:07,Bangalore,720.0,POS Purchase,1
UID00335,3005684172,10298.34,15:51,Pune,60.0,POS Purchase,1
UID00792,2630150892,21.01,04:04,Bangalore,10.0,ATM Withdrawal,1
UID00031,4503860729,1049.9,13:08,Hyderabad,1440.0,UPI Transfer,0
UID00280,5129519728,1732.46,12:31,Jamtara,10.0,Online Purchase,0
UID00895,0278634876,3622.47,23:06,Jamtara,5.0,Bank Transfer,0
UID00956,6955211095,487.51,03:21,Kolkata,180.0,UPI Transfer,0
UID00566,5971341129,3196.26,21:53,Bangalore,1440.0,Online Purchase,0
UID00172,3852479655,5.26,10:16,Hyderabad,1440.0,Bank Transfer,1
UID00615,8069043987,3145.7,17:55,Hyderabad,30.0,POS Purchase,0
UID00405,0269095940,3429.88,04:06,Jamtara,1440.0,Bank Transfer,0
UID00191,0777308815,197.95,18:14,Kolkata,10.0,ATM Withdrawal,0
UID00816,7705297925,2749.66,03:45,Kolkata,5.0,UPI Transfer,0
UID00106,3253325888,3875.49,22:01,Hyderabad,30.0,Online Purchase,0
UID00497,4221211544,3270.31,16:48,Hyderabad,60.0,Online Purchase,0
UID00305,6101681071,4461.12,15:43,Kolkata,720.0,ATM Withdrawal,0
UID00634,5146073720,65308.28,09:00,Hyderabad,30.0,POS Purchase,1
UID00105,2178563436,1442.08,11:52,Mumbai,0.5,Online Purchase,0
UID00016,4312868667,1791.65,09:25,Pune,1440.0,ATM Withdrawal,0
UID00211,2094816853,4431.32,18:42,Mumbai,0.5,Bank Transfer,0
UID00832,0146187027,4461.04,04:17,Kolkata,180.0,UPI Transfer,0
UID00236,1464250882,792.65,08:40,Kolkata,10.0,Bank Transfer,0
UID00584,6477323724,3061.82,20:05,Bangalore,10.0,ATM Withdrawal,0
UID00970,0618694605,2983.6,04:58,Tarapith,720.0,POS Purchase,0
UID00027,5695826169,1078.53,07:40,Mumbai,1440.0,Online Purchase,0
UID00347,8025621974,2235.54,09:46,Pune,30.0,Online Purchase,0
UID00272,1426562616,1356.28,09:15,Delhi,0.5,Online Purchase,0
UID00312,7660531397,2364.81,15:24,Kolkata,180.0,Bank Transfer,0
UID00504,7724242784,963.2,17:42,Mumbai,720.0,UPI Transfer,0
UID00991,1282612499,2296.64,18:38,Pune,30.0,Bank Transfer,0
UID00319,0681275610,56.34,01:09,Hyderabad,60.0,Bank Transfer,1
UID00515,4810624716,4588.47,19:12,Jamtara,1440.0,UPI Transfer,0
UID00071,2054152807,4414.16,09:29,Tarapith,720.0,Online Purchase,0
UID00968,9620233627,77986.48,02:13,Delhi,720.0,Bank Transfer,1
UID00967,6235435129,1625.94,17:51,Delhi,180.0,ATM Withdrawal,0
UID00362,9524050045,3758.44,00:46,Mumbai,180.0,UPI Transfer,0
UID00012,5880959243,1750.73,16:40,Mumbai,1440.0,ATM Withdrawal,0
UID00969,5702116866,887.47,17:38,Delhi,5.0,Bank Transfer,0
UID00095,4989656917,4777.91,11:16,Mumbai,1440.0,ATM Withdrawal,0
UID00822,1153833664,2992.51,09:29,Hyderabad,30.0,ATM Withdrawal,0
UID00301,2678456611,40.5,13:58,Jamtara,0.5,Bank Transfer,1
UID00314,0578766017,3412.68,19:24,Bangalore,1.0,POS Purchase,0
UID00482,3074802797,4729.69,15:12,Bangalore,0.5,Online Purchase,0
UID00919,9699465217,4386.29,20:25,Hyderabad,60.0,Bank Transfer,0
UID00709,8843868443,3372.42,16:17,Delhi,1.0,POS Purchase,0
UID00912,9557381567,3251.59,16:05,Pune,60.0,UPI Transfer,0
UID00664,0232763916,62206.82,03:25,Ahmedabad,1440.0,UPI Transfer,1
UID00392,5964718175,1404.42,18:27,Kolkata,1.0,Bank Transfer,0
UID00632,7511756344,2121.02,04:07,Delhi,0.5,Bank Transfer,0
UID00392,2696967278,81915.67,01:31,Kolkata,10.0,Online Purchase,1
UID00815,8243698120,2209.6,17:44,Delhi,720.0,ATM Withdrawal,0
UID00123,5691470129,4764.98,18:47,Kolkata,30.0,POS Purchase,0
UID00899,6460715006,1801.56,05:35,Tarapith,60.0,ATM Withdrawal,0
UID00266,5578685922,86.71,00:49,Bangalore,180.0,POS Purchase,1
UID00638,7741442018,1133.33,09:09,Delhi,0.5,UPI Transfer,0
UID00952,8721704668,3245.89,00:42,Pune,1440.0,Online Purchase,0
UID00625,6211671230,2008.92,10:32,Hyderabad,10.0,UPI Transfer,0
UID00618,9801665813,4012.76,22:10,Tarapith,5.0,ATM Withdrawal,0
UID00880,0861021305,4380.21,12:53,Delhi,10.0,Bank Transfer,0
UID00496,8348814608,1374.34,14:19,Bangalore,0.5,UPI Transfer,0
UID00877,4344417566,537.76,19:25,Tarapith,5.0,Online Purchase,0
UID00241,9295019761,3843.77,04:51,Delhi,1.0,UPI Transfer,0
UID00824,8087267051,3137.97,16:34,Mumbai,10.0,Online Purchase,0
UID00277,5816729193,1428.24,01:05,Delhi,1440.0,POS Purchase,0
UID00790,5273118765,2507.27,05:11,Tarapith,30.0,Online Purchase,0
UID00398,5038410195,882.09,08:37,Bangalore,5.0,POS Purchase,0
UID00877,4066159222,4390.91,15:52,Delhi,180.0,POS Purchase,0
UID00395,1838255914,964.98,02:50,Kolkata,1.0,UPI Transfer,0
UID00358,6051820808,657.94,14:32,Tarapith,0.5,Bank Transfer,0
UID00113,3538473242,4454.61,22:22,Delhi,720.0,Online Purchase,0
UID00441,5959257072,4226.15,23:36,Pune,5.0,Bank Transfer,0
UID00268,6998117213,71717.82,12:31,Pune,1.0,UPI Transfer,1
UID00486,2702241026,577.88,17:13,Bangalore,0.5,Bank Transfer,0
UID00191,0914319384,3932.05,07:05,Mumbai,1.0,Bank Transfer,0
UID00235,0731397298,4100.55,16:28,Pune,720.0,Online Purchase,0
UID00965,0423876809,168.84,15:52,Delhi,720.0,Bank Transfer,0
UID00161,7709785253,1022.3,16:20,Mumbai,30.0,Online Purchase,0
UID00882,7448519544,3388.38,06:16,Bangalore,30.0,Online Purchase,0
UID00734,8855108892,2274.25,00:57,Mumbai,1440.0,UPI Transfer,0
UID00332,3159964608,3434.25,10:16,Pune,720.0,UPI Transfer,0
UID00338,3881768353,1449.3,16:05,Bangalore,1.0,Online Purchase,0
UID00679,1621989744,2945.15,06:05,Tarapith,180.0,Bank Transfer,0
UID00825,5164919070,4528.81,10:07,Hyderabad,180.0,POS Purchase,0
UID00893,2306619017,3930.67,09:10,Hyderabad,60.0,ATM Withdrawal,0
UID00418,7193064739,3874.92,15:22,Delhi,10.0,POS Purchase,0
UID00577,8324359513,1209.5,22:59,Kolkata,180.0,Bank Transfer,0
UID00274,3232469355,2150.33,15:35,Mumbai,1440.0,ATM Withdrawal,0
UID00508,7720439718,794.41,03:47,Hyderabad,180.0,Bank Transfer,0
UID00426,4553928403,2486.02,19:25,Hyderabad,30.0,POS Purchase,0
UID00952,4066899425,891.49,06:25,Kolkata,10.0,Online Purchase,0
UID00971,8011872139,3671.39,05:02,Kolkata,0.5,POS Purchase,0
UID00642,5723861601,442.35,03:56,Tarapith,10.0,UPI Transfer,0
UID00999,0695805184,1551.86,15:58,Delhi,720.0,ATM Withdrawal,0
UID00241,1884974163,908.54,16:20,Bangalore,60.0,UPI Transfer,0
UID00933,3366023521,3190.13,21:08,Pune,1.0,Online Purchase,0
UID00178,8913051027,3091.12,11:57,Mumbai,1440.0,Online Purchase,0
UID00888,9605623309,2347.63,23:58,Hyderabad,720.0,UPI Transfer,0
UID00539,5434645829,1367.59,06:55,Jamtara,720.0,ATM Withdrawal,0
UID00959,0030471662,1493.68,20:11,Kolkata,60.0,ATM Withdrawal,0
UID00851,0128194001,766.68,11:08,Mumbai,0.5,UPI Transfer,0
UID00514,1874146566,2307.86,15:02,Kolkata,30.0,ATM Withdrawal,0
UID00486,3751435355,2197.27,05:08,Hyderabad,5.0,Bank Transfer,0
UID00307,7660097490,3267.54,12:06,Mumbai,10.0,POS Purchase,0
UID00377,1418594004,1742.26,00:35,Tarapith,30.0,UPI Transfer,0
UID00277,4956977556,886.16,09:01,Mumbai,0.5,Online Purchase,0
UID00335,2290401507,908.48,22:51,Tarapith,30.0,ATM Withdrawal,0
UID00151,1722094342,92796.51,00:43,Bangalore,1440.0,POS Purchase,1
UID00744,8734137230,1206.89,15:06,Pune,10.0,UPI Transfer,0
UID00513,7749789535,1672.59,10:55,Bangalore,10.0,POS Purchase,0
UID00754,9951541436,1515.76,17:31,Delhi,5.0,POS Purchase,0
UID00553,8486064144,1877.67,22:03,Bangalore,180.0,Bank Transfer,0
UID00799,7579015508,4352.83,06:36,Delhi,60.0,Bank Transfer,0
UID00278,5052965370,2423.15,23:32,Hyderabad,0.5,Bank Transfer,0
UID00969,6835051834,4995.26,05:29,Hyderabad,60.0,POS Purchase,0
UID00502,0142950336,1965.98,07:19,Kolkata,0.5,ATM Withdrawal,0
UID00126,0454980460,1861.49,09:40,Tarapith,10.0,Online Purchase,0
UID00420,6349166055,2303.16,06:54,Pune,0.5,POS Purchase,0
UID00652,4362331931,3461.9,22:02,Bangalore,1440.0,Online Purchase,0
UID00987,0387738007,56.34,16:06,Pune,180.0,Bank Transfer,1
UID00463,0666884331,1670.17,19:34,Tarapith,10.0,ATM Withdrawal,0
UID00067,2724901405,1076.28,19:14,Hyderabad,30.0,UPI Transfer,0
UID00529,9847384395,4301.07,05:23,Kolkata,1440.0,Online Purchase,0
UID00935,5358496200,26340.61,00:58,Kolkata,5.0,UPI Transfer,1
UID00982,6017385555,341.67,03:40,Jamtara,1440.0,Online Purchase,0
UID00954,7614266244,2118.3,15:48,Kolkata,0.5,POS Purchase,0
UID00715,1108002649,1094.2,10:42,Mumbai,720.0,POS Purchase,0
UID00538,9564252753,2271.43,18:59,Mumbai,1.0,Online Purchase,0
UID00236,7256563373,1038.31,09:34,Hyderabad,1440.0,Bank Transfer,0
UID00061,0002420127,7667.37,04:23,Pune,60.0,UPI Transfer,1
UID00302,4112848421,4866.78,05:50,Pune,720.0,POS Purchase,0
UID00646,2194047891,2219.46,03:27,Kolkata,1.0,UPI Transfer,0
UID00301,9899126382,4411.13,09:05,Pune,30.0,POS Purchase,0
UID00808,5097333098,327.56,16:10,Pune,30.0,ATM Withdrawal,0
UID00559,5270497344,4725.65,12:56,Hyderabad,10.0,POS Purchase,0
UID00492,4965913110,4749.92,11:08,Mumbai,5.0,Online Purchase,0
UID00640,8159588123,4009.37,23:35,Tarapith,1440.0,UPI Transfer,0
UID00520,8232351139,3580.53,05:20,Jamtara,30.0,Bank Transfer,0
UID00293,5703176810,4969.69,20:13,Mumbai,5.0,POS Purchase,0
UID00869,7308141423,1854.67,08:45,Pune,60.0,POS Purchase,0
UID00776,5173301654,2021.3,14:33,Pune,1.0,POS Purchase,0
UID00075,6655172864,475.05,06:27,Bangalore,0.5,Online Purchase,0
UID00095,4722294531,3560.28,10:05,Tarapith,180.0,POS Purchase,0
UID00899,1805400853,3357.27,19:17,Delhi,5.0,Online Purchase,0
UID00896,7961990979,1712.79,18:44,Tarapith,1.0,ATM Withdrawal,0
UID00569,7087815749,51169.77,02:27,Mumbai,720.0,Online Purchase,1
UID00538,6678851682,1086.4,17:59,Delhi,60.0,ATM Withdrawal,0
UID00374,7940154150,2619.56,18:35,Tarapith,60.0,Online Purchase,0
UID00566,1167873480,12.56,03:55,Chennai,180.0,UPI Transfer,1
UID00674,1695402313,4824.5,21:24,Hyderabad,1440.0,ATM Withdrawal,0
UID00797,6995713957,322.64,13:35,Delhi,30.0,POS Purchase,0
UID00149,2402387893,15952.49,03:25,Delhi,0.5,POS Purchase,1
UID00405,2629225953,16283.93,02:12,Pune,5.0,UPI Transfer,1
UID00821,2066754905,1148.07,00:15,Pune,720.0,POS Purchase,0
UID00483,4508830682,2629.94,14:59,Hyderabad,0.5,POS Purchase,0
UID00705,6729427919,2202.26,06:28,Mumbai,1440.0,Online Purchase,0
UID00773,7202888239,86.65,03:30,Pune,0.5,Online Purchase,1
UID00172,4244310299,4075.13,03:01,Kolkata,10.0,UPI Transfer,0
UID00873,4009254270,628.52,16:54,Kolkata,1.0,Bank Transfer,0
UID00795,4307148830,31.41,01:59,Jamtara,720.0,POS Purchase,1
UID00613,8685819748,2139.85,14:16,Hyderabad,1440.0,ATM Withdrawal,0
UID00175,8642504647,4665.16,23:44,Mumbai,720.0,POS Purchase,0
UID00370,8840661245,508.72,13:42,Delhi,0.5,Online Purchase,0
UID00652,4181160762,212.58,12:39,Mumbai,5.0,UPI Transfer,0
UID00094,6847202063,3940.27,02:51,Mumbai,0.5,Bank Transfer,0
UID00263,3295405686,825.55,18:51,Hyderabad,180.0,Online Purchase,0
UID00503,2472731889,281.7,01:19,Pune,30.0,UPI Transfer,0
UID00215,7445719916,1079.81,22:09,Pune,1.0,POS Purchase,0
UID00093,1407813664,4146.84,00:31,Bangalore,0.5,ATM Withdrawal,0
UID00227,9427134247,2138.82,09:42,Delhi,5.0,ATM Withdrawal,0
UID00322,7164004895,1391.67,08:14,Bangalore,30.0,POS Purchase,0
UID00418,6397180120,1116.01,11:59,Tarapith,720.0,POS Purchase,0
UID00627,7949756756,1955.56,13:31,Hyderabad,180.0,UPI Transfer,0
UID00823,4913481694,1141.28,09:49,Delhi,5.0,ATM Withdrawal,0
UID00718,4532442146,31985.15,10:39,Mumbai,0.5,Online Purchase,1
UID00514,1983651469,1681.15,21:05,Delhi,1440.0,ATM Withdrawal,0
UID00361,3979005783,547.07,17:03,Hyderabad,720.0,POS Purchase,0
UID00923,9503545136,73901.12,09:11,Hyderabad,5.0,Online Purchase,1
UID00574,5950312155,2915.94,23:23,Jamtara,5.0,POS Purchase,0
UID00711,7166553601,66359.64,06:08,Chennai,1440.0,Online Purchase,1
UID00154,5383614491,2939.77,02:41,Pune,180.0,POS Purchase,0
UID00854,8111468726,27281.65,00:23,Mumbai,10.0,Bank Transfer,1
UID00906,4503559967,531.23,21:06,Kolkata,5.0,Online Purchase,0
UID00882,1243466629,4804.08,22:51,Mumbai,180.0,ATM Withdrawal,0
UID00232,9440601461,73271.69,19:35,Bangalore,30.0,POS Purchase,1
UID00381,3936007481,4266.57,06:23,Kolkata,10.0,ATM Withdrawal,0
UID00250,6941751800,3349.64,12:23,Pune,1440.0,ATM Withdrawal,0
UID00335,4838686123,3859.69,15:39,Jamtara,0.5,POS Purchase,0
UID00831,3090729485,25.58,03:12,Tarapith,1.0,ATM Withdrawal,1
UID00758,6286338975,2498.0,03:42,Hyderabad,1.0,ATM Withdrawal,0
UID00201,5939394272,77.45,17:56,Chennai,1440.0,Online Purchase,1
UID00905,6596040287,1594.64,14:58,Hyderabad,0.5,UPI Transfer,0
UID00080,3357829924,4655.26,07:56,Hyderabad,60.0,Online Purchase,0
UID00529,4393939606,4373.66,06:34,Bangalore,5.0,ATM Withdrawal,0
UID00613,2947874545,3611.46,22:51,Tarapith,0.5,ATM Withdrawal,0
UID00664,8686592799,4638.04,03:52,Hyderabad,5.0,Bank Transfer,0
UID00301,5482771959,4763.3,03:39,Mumbai,30.0,Online Purchase,0
UID00232,6447729118,4327.93,01:46,Hyderabad,1.0,POS Purchase,0
UID00713,0823196172,2608.81,17:08,Jamtara,1440.0,POS Purchase,0
UID00937,2718045591,4638.72,19:36,Bangalore,60.0,Online Purchase,0
UID00651,7447563651,3939.43,15:01,Kolkata,30.0,UPI Transfer,0
UID00167,3712506821,93273.18,11:32,Bangalore,1.0,ATM Withdrawal,1
UID00949,9795196245,1396.71,11:23,Bangalore,1440.0,Bank Transfer,0
UID00238,5919988552,3041.33,19:28,Bangalore,720.0,Online Purchase,0
UID00645,9845855422,1674.87,23:32,Delhi,720.0,ATM Withdrawal,0
UID00889,9129896733,3413.17,21:15,Jamtara,720.0,Online Purchase,0
UID00438,3230017195,4388.96,15:50,Jamtara,180.0,ATM Withdrawal,0
UID00905,5166215674,1105.18,09:52,Tarapith,720.0,Online Purchase,0
UID00016,3663860268,4156.26,21:29,Pune,60.0,Bank Transfer,0
UID00986,0531886585,1013.31,16:40,Bangalore,720.0,UPI Transfer,0
UID00456,2746003410,4341.57,17:11,Jamtara,1440.0,UPI Transfer,0
UID00241,5171994974,96579.97,03:03,Jamtara,180.0,POS Purchase,1
UID00264,0712534611,4244.19,10:40,Jamtara,60.0,ATM Withdrawal,0
UID00266,0278201581,1222.6,00:57,Mumbai,1440.0,ATM Withdrawal,0
UID00195,1169515223,1704.34,01:53,Hyderabad,1440.0,Bank Transfer,0
UID00703,7137667080,3836.87,13:03,Tarapith,60.0,Online Purchase,0
UID00296,0511832840,3331.15,23:17,Mumbai,0.5,UPI Transfer,0
UID00279,3893531732,2222.91,11:57,Hyderabad,60.0,ATM Withdrawal,0
UID00666,1134148126,4378.12,12:23,Bangalore,1440.0,ATM Withdrawal,0
UID00651,2738396885,231.8,13:58,Tarapith,30.0,POS Purchase,0
UID00522,4709319579,1718.96,03:11,Tarapith,10.0,Bank Transfer,0
UID00891,4949307845,4302.09,16:16,Pune,30.0,Bank Transfer,0
UID00063,2307714650,2825.18,00:53,Bangalore,1.0,Online Purchase,0
UID00455,6910818981,2416.6,01:07,Kolkata,1.0,Online Purchase,0
UID00003,8444453256,755.98,22:04,Pune,60.0,Online Purchase,0
UID00088,0945265821,1773.02,02:19,Tarapith,180.0,ATM Withdrawal,0
UID00887,0008888764,1610.67,14:57,Mumbai,720.0,ATM Withdrawal,0
UID00519,5569314935,2727.83,02:46,Hyderabad,0.5,UPI Transfer,0
UID00474,6199037773,577.3,05:52,Mumbai,60.0,ATM Withdrawal,0
UID00675,5933585151,2915.55,01:42,Hyderabad,0.5,UPI Transfer,0
UID00839,6723979881,2671.45,16:09,Mumbai,1.0,Online Purchase,0
UID00875,0595587042,1194.22,14:58,Jamtara,720.0,UPI Transfer,0
UID00416,7325496607,962.47,20:30,Delhi,10.0,UPI Transfer,0
UID00214,8057121662,3393.18,12:33,Tarapith,5.0,UPI Transfer,0
UID00173,8904268544,4137.06,20:41,Tarapith,180.0,Bank Transfer,0
UID00339,8993219133,4613.68,09:08,Delhi,1.0,UPI Transfer,0
UID00215,4856450446,1365.22,09:43,Bangalore,30.0,Online Purchase,0
UID00220,1664170003,2259.1,00:16,Kolkata,720.0,POS Purchase,0
UID00119,2066058085,3008.11,00:48,Tarapith,5.0,Bank Transfer,0
UID00099,7088807242,2439.12,07:01,Delhi,1440.0,UPI Transfer,0
UID00149,2696673495,4871.57,02:47,Tarapith,60.0,Online Purchase,0
UID00380,8549146516,58.87,04:28,Pune,1.0,Bank Transfer,1
UID00327,2617186709,2575.2,22:45,Tarapith,720.0,ATM Withdrawal,0
UID00069,6485471332,2814.29,22:37,Jamtara,180.0,ATM Withdrawal,0
UID00902,1300436256,3374.2,07:47,Mumbai,10.0,Online Purchase,0
UID00806,1876240466,235.82,02:02,Mumbai,180.0,Online Purchase,0
